unitid,line,efrace15,efrace16,fteptr,fteptc
"221397","3","527","610","0","0"
"221397","7","14","6","0","0"
"221397","14","794","906","0","0"
"221397","15","485","956","475","475"
"221397","16","43","76","39","39"
"221397","17","442","880","436","436"
"221397","21","97","245","109","113"
"221397","28","582","1201","584","588"
"221397","29","1376","2107","0","0"
"150987","1","631","755","0","0"
"150987","2","204","239","0","0"
"150987","3","427","516","0","0"
"150987","14","631","755","0","0"
"150987","15","1628","1789","1216","1128"
"150987","16","724","1049","638","585"
"150987","17","904","740","578","543"
"150987","28","1628","1789","1216","1128"
"150987","29","2259","2544","0","0"
"151050","1","416","257","0","0"
"151050","2","136","101","0","0"
"151050","3","280","156","0","0"
"151050","14","416","257","0","0"
"151050","15","542","564","412","365"
"151050","16","217","274","217","162"
"151050","17","325","290","195","203"
"151050","28","542","564","412","365"
"151050","29","958","821","0","0"
"151032","1","284","458","0","0"
"151032","2","103","169","0","0"
"151032","3","181","289","0","0"
"151032","14","284","458","0","0"
"151032","15","1231","1130","852","779"
"151032","16","430","497","331","306"
"151032","17","801","633","521","473"
"151032","28","1231","1130","852","779"
"151032","29","1515","1588","0","0"
"233116","1","279","285","0","0"
"233116","2","95","77","0","0"
"233116","3","184","208","0","0"
"233116","7","47","44","0","0"
"233116","14","326","329","0","0"
"233116","15","418","745","421","384"
"233116","16","47","74","44","40"
"233116","17","371","671","377","344"
"233116","21","667","1292","471","646"
"233116","28","1085","2037","892","1030"
"233116","29","1411","2366","556","0"
"196228","10","121","115","0","0"
"196228","11","1","1","0","0"
"196228","13","1","1","0","0"
"196228","14","122","116","0","0"
"196228","25","3","3","2","2"
"196228","26","0","1","0","0"
"196228","27","3","2","2","2"
"196228","28","3","3","2","2"
"196228","29","125","119","0","0"
"229018","1","208","330","0","0"
"229018","3","1","2","0","0"
"229018","4","17","41","0","0"
"229018","5","112","181","0","0"
"229018","6","78","106","0","0"
"229018","7","11","32","0","0"
"229018","9","11","32","0","0"
"229018","11","52","39","0","0"
"229018","12","13","8","0","0"
"229018","13","39","31","0","0"
"229018","14","271","401","0","0"
"229018","15","264","324","257","194"
"229018","17","264","324","257","194"
"229018","21","105","156","86","86"
"229018","23","105","156","86","86"
"229018","25","123","251","148","123"
"229018","26","30","41","27","23"
"229018","27","93","210","121","100"
"229018","28","492","731","491","403"
"229018","29","763","1132","0","0"
"229328","1","308","117","0","0"
"229328","2","121","52","0","0"
"229328","3","187","65","0","0"
"229328","14","308","117","0","0"
"229328","15","80","90","52","56"
"229328","16","38","57","23","31"
"229328","17","42","33","29","25"
"229328","28","80","90","52","56"
"229328","29","388","207","0","0"
"228662","1","656","278","0","0"
"228662","2","303","138","0","0"
"228662","3","353","140","0","0"
"228662","14","656","278","0","0"
"228662","15","111","60","65","56"
"228662","16","52","34","33","28"
"228662","17","59","26","32","28"
"228662","28","111","60","65","56"
"228662","29","767","338","0","0"
"162399","1","211","250","0","0"
"162399","2","57","98","0","0"
"162399","3","154","152","0","0"
"162399","14","211","250","0","0"
"162399","15","1207","1492","1350","891"
"162399","16","271","343","307","203"
"162399","17","936","1149","1043","688"
"162399","28","1207","1492","1350","891"
"162399","29","1418","1742","0","0"
"166887","1","854","1122","0","0"
"166887","2","359","455","0","0"
"166887","3","495","667","0","0"
"198039","1","203","293","0","0"
"198039","2","130","189","0","0"
"198039","3","73","104","0","0"
"198039","14","203","293","0","0"
"198039","15","331","417","345","247"
"198039","16","179","265","191","147"
"198039","17","152","152","154","100"
"198039","28","331","417","345","247"
"198039","29","534","710","0","0"
"236072","1","1354","1004","0","0"
"236072","2","140","84","0","0"
"236072","3","1214","920","0","0"
"236072","7","0","0","0","0"
"236072","14","1354","1004","0","0"
"236072","15","1149","1923","900","1014"
"236072","16","35","29","24","21"
"236072","17","1114","1894","876","993"
"236072","21","0","1","0","0"
"236072","28","1149","1924","900","1014"
"236072","29","2503","2928","0","0"
"236513","1","1306","1517","0","0"
"236513","2","107","171","0","0"
"236513","3","1199","1346","0","0"
"236513","7","18","15","0","0"
"236513","14","1324","1532","0","0"
"236513","15","687","1069","510","579"
"236513","16","10","9","8","6"
"236513","17","677","1060","502","573"
"236513","21","178","277","140","150"
"236513","28","865","1346","650","729"
"236513","29","2189","2878","0","0"
"236504","1","1042","553","0","0"
"236504","2","102","59","0","0"
"236504","3","940","494","0","0"
"236504","7","0","0","0","0"
"236504","14","1042","553","0","0"
"236504","15","1288","1026","631","763"
"236504","16","17","8","9","8"
"236504","17","1271","1018","622","755"
"236504","21","0","0","0","0"
"236504","28","1288","1026","631","763"
"236504","29","2330","1579","0","0"
"173799","1","605","708","0","0"
"173799","2","296","354","0","0"
"173799","3","309","354","0","0"
"173799","7","8","13","0","0"
"173799","14","613","721","0","0"
"173799","15","893","1622","802","830"
"173799","16","467","784","357","413"
"173799","17","426","838","445","417"
"173799","21","58","95","56","50"
"173799","28","951","1717","858","880"
"173799","29","1564","2438","0","0"
"228787","1","628","622","0","0"
"228787","5","393","378","0","0"
"228787","6","235","244","0","0"
"228787","7","68","83","0","0"
"228787","8","10","13","0","0"
"228787","9","58","70","0","0"
"228787","11","414","267","0","0"
"228787","12","102","70","0","0"
"228787","13","312","197","0","0"
"228787","14","1110","972","0","0"
"228787","15","1205","1367","1358","849"
"228787","17","1205","1367","1358","849"
"228787","21","679","730","600","465"
"228787","22","79","75","58","51"
"228787","23","600","655","542","414"
"228787","25","644","470","532","367"
"228787","26","100","55","78","51"
"228787","27","544","415","454","316"
"228787","28","2528","2567","2490","1681"
"228787","29","3638","3539","0","0"
"180814","1","243","267","0","0"
"180814","3","127","157","0","0"
"180814","4","52","45","0","0"
"180814","5","35","31","0","0"
"180814","6","29","34","0","0"
"180814","7","13","9","0","0"
"180814","8","13","9","0","0"
"180814","14","256","276","0","0"
"180814","15","770","998","993","583"
"180814","17","770","998","993","583"
"180814","21","36","71","41","35"
"180814","22","36","71","41","35"
"180814","28","806","1069","1034","618"
"180814","29","1062","1345","0","0"
"238722","1","1123","1189","0","0"
"238722","2","614","621","0","0"
"238722","3","509","568","0","0"
"238722","14","1123","1189","0","0"
"238722","15","636","701","598","441"
"238722","16","94","149","119","80"
"238722","17","542","552","479","361"
"238722","28","636","701","598","441"
"238722","29","1759","1890","0","0"
"165945","7","3","0","0","0"
"165945","9","3","0","0","0"
"165945","10","340","45","0","0"
"165945","11","58","52","0","0"
"165945","12","13","21","0","0"
"165945","13","45","31","0","0"
"165945","14","401","97","0","0"
"165945","21","141","85","71","75"
"165945","23","141","85","71","75"
"165945","24","42","8","17","17"
"165945","25","66","24","28","30"
"165945","26","2","7","2","3"
"165945","27","64","17","26","27"
"165945","28","249","117","116","122"
"165945","29","650","214","0","0"
"150659","7","6","6","0","0"
"150659","9","6","6","0","0"
"150659","10","35","11","0","0"
"150659","11","7","1","0","0"
"150659","12","4","1","0","0"
"150659","13","3","0","0","0"
"150659","14","48","18","0","0"
"150659","21","9","18","7","9"
"150659","23","9","18","7","9"
"150659","24","23","13","13","12"
"150659","25","1","0","0","0"
"150659","26","1","0","0","0"
"150659","28","33","31","20","21"
"150659","29","81","49","0","0"
"166708","10","233","183","0","0"
"166708","11","38","27","0","0"
"166708","12","14","7","0","0"
"166708","13","24","20","0","0"
"166708","14","271","210","0","0"
"166708","29","271","210","0","0"
"161554","1","1642","2148","0","0"
"161554","2","398","533","0","0"
"161554","3","230","247","0","0"
"161554","4","405","531","0","0"
"161554","5","302","412","0","0"
"161554","6","307","425","0","0"
"161554","7","64","95","0","0"
"161554","8","64","95","0","0"
"161554","10","139","86","0","0"
"161554","11","87","163","0","0"
"161554","12","79","148","0","0"
"161554","13","8","15","0","0"
"161554","14","1932","2492","0","0"
"161554","15","851","1230","858","687"
"161554","16","72","86","80","52"
"161554","17","779","1144","778","635"
"161554","21","819","1174","519","658"
"161554","22","819","1174","519","658"
"161554","24","2","2","2","1"
"161554","25","117","220","115","111"
"161554","26","104","191","100","97"
"161554","27","13","29","15","14"
"161554","28","1789","2626","1494","1457"
"161554","29","3721","5118","0","0"
"207935","1","1116","1331","0","0"
"207935","2","435","511","0","0"
"207935","3","681","820","0","0"
"207935","7","171","150","0","0"
"207935","14","1287","1481","0","0"
"207935","15","2852","4244","3007","2342"
"207935","16","809","1370","784","719"
"207935","17","2043","2874","2223","1623"
"207935","21","2030","3316","1719","1764"
"207935","28","4882","7560","4726","4106"
"207935","29","6169","9041","0","0"
"130606","1","284","442","0","0"
"130606","2","85","133","0","0"
"130606","3","199","309","0","0"
"130606","14","284","442","0","0"
"130606","15","682","1557","673","739"
"130606","16","259","498","228","250"
"130606","17","423","1059","445","489"
"130606","28","682","1557","673","739"
"130606","29","966","1999","0","0"
"129808","1","167","290","0","0"
"129808","2","90","131","0","0"
"129808","3","77","159","0","0"
"129808","14","167","290","0","0"
"129808","15","435","1254","558","557"
"129808","16","178","420","197","197"
"129808","17","257","834","361","360"
"129808","28","435","1254","558","557"
"129808","29","602","1544","0","0"
"190080","7","4","0","0","0"
"190080","9","4","0","0","0"
"190080","10","58","62","0","0"
"190080","11","3","5","0","0"
"190080","13","3","5","0","0"
"190080","14","65","67","0","0"
"190080","21","20","19","14","13"
"190080","23","20","19","14","13"
"190080","24","3","19","13","7"
"190080","25","34","14","18","16"
"190080","26","6","2","3","3"
"190080","27","28","12","15","13"
"190080","28","57","52","45","36"
"190080","29","122","119","0","0"
"144175","1","463","880","0","0"
"144175","2","35","82","0","0"
"144175","3","428","798","0","0"
"144175","7","1112","1221","0","0"
"144175","14","1575","2101","0","0"
"144175","15","516","999","648","500"
"144175","16","12","27","19","13"
"144175","17","504","972","629","487"
"144175","21","1771","2647","1810","1458"
"144175","28","2287","3646","2458","1958"
"144175","29","3862","5747","0","0"
"228909","10","268","114","0","0"
"228909","14","268","114","0","0"
"228909","29","268","114","0","0"
"190114","1","138","339","0","0"
"190114","2","24","55","0","0"
"190114","3","75","194","0","0"
"190114","4","25","42","0","0"
"190114","5","7","29","0","0"
"190114","6","7","19","0","0"
"190114","14","138","339","0","0"
"190114","29","138","339","0","0"
"136039","1","303","522","0","0"
"136039","2","124","238","0","0"
"136039","3","179","284","0","0"
"136039","14","303","522","0","0"
"136039","29","303","522","0","0"
"226806","1","375","441","0","0"
"226806","2","131","149","0","0"
"226806","3","244","292","0","0"
"226806","7","28","29","0","0"
"226806","14","403","470","0","0"
"226806","15","702","1034","972","572"
"226806","16","190","275","257","153"
"226806","17","512","759","715","419"
"226806","21","362","433","458","262"
"226806","28","1064","1467","1430","834"
"226806","29","1467","1937","0","0"
"148511","1","22","227","0","0"
"148511","5","14","124","0","0"
"148511","6","8","103","0","0"
"148511","7","0","2","0","0"
"148511","8","0","1","0","0"
"148511","9","0","1","0","0"
"148511","10","312","184","0","0"
"148511","11","39","137","0","0"
"148511","12","12","52","0","0"
"148511","13","27","85","0","0"
"148511","14","373","550","0","0"
"148511","15","1","12","4","4"
"148511","17","1","12","4","4"
"139700","3","128","184","0","0"
"139700","7","3","2","0","0"
"139700","14","242","340","0","0"
"139700","15","209","367","275","191"
"139700","16","63","84","70","49"
"139700","17","146","283","205","142"
"139700","21","22","22","16","15"
"139700","28","231","389","291","206"
"139700","29","473","729","0","0"
"178800","1","54","113","0","0"
"178800","2","28","79","0","0"
"178800","3","26","34","0","0"
"178800","14","54","113","0","0"
"178800","15","0","1","0","0"
"178800","17","0","1","0","0"
"178800","21","0","6","2","2"
"178800","28","0","7","2","2"
"178800","29","54","120","0","0"
"126942","1","550","509","0","0"
"126942","2","321","313","0","0"
"126942","3","229","196","0","0"
"126942","7","43","59","0","0"
"126942","14","593","568","0","0"
"126942","15","603","771","497","454"
"126942","16","387","530","335","303"
"126942","17","216","241","162","151"
"126942","21","83","133","68","71"
"126942","28","686","904","565","525"
"126942","29","1279","1472","0","0"
"127909","1","536","337","0","0"
"127909","2","123","91","0","0"
"127909","3","413","246","0","0"
"127909","7","58","38","0","0"
"127909","14","594","375","0","0"
"127909","15","316","357","222","222"
"127909","16","67","72","46","46"
"127909","17","249","285","176","176"
"127909","21","87","106","64","64"
"127909","28","403","463","286","286"
"127909","29","997","838","0","0"
"236708","1","1951","1926","0","0"
"236708","2","353","361","0","0"
"236708","3","1598","1565","0","0"
"236708","7","0","0","0","0"
"236708","14","1951","1926","0","0"
"236708","15","1225","2240","786","1143"
"236708","16","20","17","13","12"
"236708","17","1205","2223","773","1131"
"236708","21","180","972","151","380"
"236708","28","1405","3212","937","1523"
"236708","29","3356","5138","0","0"
"229832","1","253","233","0","0"
"229832","2","128","133","0","0"
"229832","3","125","100","0","0"
"229832","7","6","1","0","0"
"229832","14","259","234","0","0"
"229832","15","142","308","156","148"
"229832","16","55","98","57","50"
"229832","17","87","210","99","98"
