unitid,section,"lstudy",line,efrace15,efrace16
"111887","2","A","22","5186","6861"
"111887","0","","29","6985","8901"
"111896","1","A","1","43","60"
"111896","1","A","2","82","139"
"111896","1","A","3","21","25"
"111896","1","A","7","5","6"
"111896","1","A","8","151","230"
"111896","2","A","15","175","257"
"111896","2","A","16","518","878"
"111896","2","A","17","588","630"
"111896","2","A","21","97","149"
"111896","2","A","22","1378","1914"
"111896","0","","29","1529","2144"
"111920","1","A","1","771","753"
"111920","1","A","2","1260","1217"
"111920","1","A","3","301","320"
"111920","1","A","8","2332","2290"
"111920","2","A","15","1387","1431"
"111920","2","A","16","3081","3748"
"111920","2","A","17","2380","2936"
"111920","2","A","21","46","74"
"111920","2","A","22","6894","8189"
"111920","0","","29","9226","10479"
"111939","1","A","1","381","467"
"111939","1","A","2","565","785"
"111939","1","A","3","347","496"
"111939","1","A","8","1293","1748"
"111939","2","A","15","877","1222"
"111939","2","A","16","1182","2109"
"111939","2","A","17","936","1513"
"111939","2","A","21","39","66"
"111939","2","A","22","3034","4910"
"111939","0","","29","4327","6658"
"111948","1","A","1","170","197"
"111948","1","A","3","157","175"
"111948","1","A","4","133","192"
"111948","1","A","5","122","155"
"111948","1","A","6","5","7"
"111948","1","A","8","587","726"
"111948","1","C","11","30","41"
"111948","1","C","12","36","65"
"111948","1","C","13","1","1"
"111948","1","D","14","67","107"
"111948","2","A","15","10","8"
"111948","2","A","16","5","3"
"111948","2","A","17","14","12"
"111948","2","A","18","22","26"
"111948","2","A","19","44","26"
"111948","2","A","20","54","38"
"111948","2","A","21","0","11"
"111948","2","A","22","149","124"
"111948","2","C","25","53","102"
"111948","2","C","26","103","182"
"111948","2","D","28","156","284"
"111948","0","","29","959","1241"
"111966","1","A","1","4","9"
"111966","1","A","2","2","4"
"111966","1","A","3","4","8"
"111966","1","A","4","3","6"
"111966","1","A","5","2","5"
"111966","1","A","6","0","1"
"111966","1","A","8","15","33"
"111966","1","C","11","7","23"
"111966","1","C","12","33","52"
"111966","1","D","14","40","75"
"111966","2","A","15","0","1"
"111966","2","A","16","1","2"
"111966","2","A","17","1","2"
"111966","2","A","18","1","1"
"111966","2","A","19","1","2"
"111966","2","A","20","1","2"
"111966","2","A","21","1","3"
"111966","2","A","22","6","13"
"111966","2","B","23","1","1"
"111966","2","B","24","1","2"
"111966","2","C","25","1","1"
"111966","2","C","26","3","4"
"111966","2","C","27","1","2"
"111966","2","D","28","7","10"
"111966","0","","29","68","131"
"112020","1","A","1","2","3"
"112020","1","A","7","0","6"
"112020","1","A","8","2","9"
"112020","0","","29","2","9"
"112039","1","C","13","","3"
"112039","1","D","14","","3"
"112039","0","","29","","3"
"112048","1","A","2","3","1"
"112048","1","A","3","1","1"
"112048","1","A","8","4","2"
"112048","0","","29","4","2"
"112075","1","A","1","43","70"
"112075","1","A","2","18","8"
"112075","1","A","3","70","96"
"112075","1","A","4","36","66"
"112075","1","A","5","41","55"
"112075","1","A","6","9","3"
"112075","1","A","8","217","298"
"112075","1","C","11","2",""
"112075","1","C","13","8","13"
"112075","1","D","14","10","13"
"112075","2","A","16","","1"
"112075","2","A","19","","2"
"112075","2","A","20","5","7"
"112075","2","A","22","5","10"
"112075","2","C","25","4","6"
"112075","2","C","27","3","3"
"112075","2","D","28","7","9"
"112075","0","","29","239","330"
"112084","1","A","1","23","30"
"112084","1","A","2","33","38"
"112084","1","A","3","20","35"
"112084","1","A","4","27","32"
"112084","1","A","5","32","22"
"112084","1","A","8","135","157"
"112084","2","A","16","3","8"
"112084","2","A","17","1","1"
"112084","2","A","18","1","2"
"112084","2","A","19","13","3"
"112084","2","A","20","1","0"
"112084","2","A","22","19","14"
"112084","0","","29","154","171"
"112093","1","A","5","1","3"
"112093","1","A","8","1","3"
"112093","0","","29","1","3"
"112109","1","A","1","2","0"
"112109","1","A","8","2","0"
"112109","1","B","9","2","2"
"112109","1","C","11","0","3"
"112109","1","D","14","2","5"
"112109","2","B","23","4","7"
"112109","2","D","28","4","7"
"112109","0","","29","8","12"
"112127","1","B","9","10","11"
"112127","1","B","10","21","31"
"112127","1","C","11","","2"
"112127","1","C","13","4","2"
"112127","1","D","14","35","46"
"112127","2","B","23","","2"
"112127","2","B","24","2","6"
"112127","2","C","26","","1"
"112127","2","C","27","2","1"
"112127","2","D","28","4","10"
"112127","0","","29","39","56"
"112154","1","A","1","18","53"
"112154","1","A","2","2","5"
"112154","1","A","3","22","44"
"112154","1","A","4","21","41"
"112154","1","A","5","15","24"
"112154","1","A","6","11","36"
"112154","1","A","7","4","6"
"112154","1","A","8","93","209"
"112154","1","C","11","7","11"
"112154","1","C","12","13","18"
"112154","1","C","13","3","6"
"112154","1","D","14","23","35"
"112154","2","A","15","0","1"
"112154","2","A","16","1","5"
"112154","2","A","17","3","4"
"112154","2","A","18","2","1"
"112154","2","A","19","2","8"
"112154","2","A","20","1","0"
"112154","2","A","21","3","2"
"112154","2","A","22","12","21"
"112154","2","C","25","2","1"
"112154","2","C","26","5","7"
"112154","2","C","27","0","2"
"112154","2","D","28","7","10"
"112154","0","","29","135","275"
"112163","1","A","1","28","13"
"112163","1","A","2","18","19"
"112163","1","A","3","18","12"
"112163","1","A","4","6","7"
"112163","1","A","5","15","5"
"112163","1","A","8","85","56"
"112163","2","A","15","3","2"
"112163","2","A","16","0","2"
"112163","2","A","17","3","2"
"112163","2","A","18","0","2"
"112163","2","A","19","3","2"
"112163","2","A","22","9","10"
"112163","0","","29","94","66"
"112172","1","A","1","258","326"
"112172","1","A","2","484","567"
"112172","1","A","3","242","286"
"112172","1","A","7","121","162"
"112172","1","A","8","1105","1341"
"112172","2","A","15","542","678"
"112172","2","A","16","1070","1354"
"112172","2","A","17","675","727"
"112172","2","A","21","488","806"
"112172","2","A","22","2775","3565"
"112172","0","","29","3880","4906"
"112190","1","A","1","731","680"
"112190","1","A","2","1327","1404"
"112190","1","A","3","1202","1323"
"112190","1","A","8","3260","3407"
"112190","2","A","15","1128","1273"
"112190","2","A","16","4454","6168"
"112190","2","A","17","2110","2548"
"112190","2","A","21","28","32"
"112190","2","A","22","7720","10021"
"112190","0","","29","10980","13428"
"112233","1","A","1","9","14"
"112233","1","A","2","4","12"
"112233","1","A","3","12","25"
"112233","1","A","4","4","6"
"112233","1","A","5","9","8"
"112233","1","A","8","38","65"
"112233","2","A","17","0","1"
"112233","2","A","18","2","5"
"112233","2","A","22","2","6"
"112233","0","","29","40","71"
"112251","1","C","11","87","61"
"112251","1","C","12","126","81"
"112251","1","D","14","213","142"
"112251","2","C","25","134","114"
"112251","2","C","26","601","444"
"112251","2","D","28","735","558"
"112251","0","","29","948","700"
"112260","1","A","1","144","74"
"112260","1","A","2","9","6"
"112260","1","A","3","132","81"
"112260","1","A","4","138","73"
"112260","1","A","5","113","75"
"112260","1","A","6","2","2"
"112260","1","A","7","1",""
"112260","1","A","8","539","311"
"112260","2","A","20","1",""
"112260","2","A","22","1",""
"112260","0","","29","540","311"
"112288","1","A","1","4","23"
"112288","1","A","2","5","28"
"112288","1","A","3","9","67"
"112288","1","A","8","18","118"
"112288","2","A","15","0","16"
"112288","2","A","16","1","13"
"112288","2","A","17","0","13"
"112288","2","A","22","1","42"
"112288","0","","29","19","160"
"112312","1","B","9","248","121"
"112312","1","D","14","248","121"
"112312","0","","29","248","121"
"112367","0","","29","1","23"
"112385","1","A","1","17","24"
"112385","1","A","2","40","55"
"112385","1","A","3","41","71"
"112385","1","A","8","98","150"
"112385","2","A","15","321","684"
"112385","2","A","16","837","2043"
"112385","2","A","17","2252","4307"
"112385","2","A","21","118","140"
"112385","2","A","22","3528","7174"
"112385","0","","29","3626","7324"
"112394","1","A","2","15","3"
"112394","1","A","3","4","1"
"112394","1","A","4","6","0"
"112394","1","A","5","6","1"
"112394","1","A","8","31","5"
"112394","2","A","16","44","3"
"112394","2","A","17","103","6"
"112394","2","A","18","38","3"
"112394","2","A","19","19","4"
"112394","2","A","22","204","16"
"112394","0","","29","235","21"
"112446","1","C","11","12","31"
"112446","1","C","12","155","138"
"112446","1","C","13","7","3"
"112446","1","D","14","174","172"
"112446","2","C","25","1","3"
"112446","2","C","26","6","4"
"112446","2","C","27","8","10"
"112446","2","D","28","15","17"
"112446","0","","29","189","189"
"112464","1","A","1","","4"
"112464","1","A","2","","3"
"112464","1","A","3","","1"
"112464","1","A","8","","8"
"112464","2","A","21","","1"
"112464","2","A","22","","1"
"112464","0","","29","","9"
"112507","1","A","2","8",""
"112507","1","A","8","8",""
"112507","0","","29","8","0"
"112516","1","A","1","6","0"
"112516","1","A","2","85","2"
"112516","1","A","3","44","1"
"112516","1","A","7","5","0"
"112516","1","A","8","140","3"
"112516","0","","29","140","3"
"112525","1","B","9","69","43"
"112525","1","B","10","203","108"
"112525","1","D","14","272","151"
"112525","2","C","25","2","1"
"112525","2","C","26","5","5"
"112525","2","C","27","0","2"
"112525","2","D","28","7","8"
"112525","0","","29","279","159"
"112561","1","A","1","59","55"
"112561","1","A","2","55","66"
"112561","1","A","3","72","96"
"112561","1","A","8","186","217"
"112561","2","A","15","131","148"
"112561","2","A","16","217","509"
"112561","2","A","17","193","345"
"112561","2","A","21","26","40"
"112561","2","A","22","567","1042"
"112561","0","","29","753","1259"
"112570","1","A","1","41","11"
"112570","1","A","2","16","6"
"112570","1","A","3","28","9"
"112570","1","A","4","28","10"
"112570","1","A","5","30","11"
"112570","1","A","8","143","47"
"112570","2","A","17","2","2"
"112570","2","A","18","2","0"
"112570","2","A","19","5","2"
"112570","2","A","20","1","1"
"112570","2","A","22","10","5"
"112570","0","","29","153","52"
"112589","1","A","1","107","61"
"112589","1","A","2","124","72"
"112589","1","A","3","125","25"
"112589","1","A","4","32","9"
"112589","1","A","5","20","10"
"112589","1","A","8","408","177"
"112589","0","","29","408","177"
"112686","1","A","1","145","168"
"112686","1","A","2","253","377"
"112686","1","A","3","111","170"
"112686","1","A","7","1","0"
"112686","1","A","8","510","715"
"112686","2","A","15","195","282"
"112686","2","A","16","550","796"
"112686","2","A","17","231","448"
"112686","2","A","21","94","151"
"112686","2","A","22","1070","1677"
"112686","0","","29","1580","2392"
"112747","1","A","1","1","50"
"112747","1","A","8","1","50"
"112747","0","","29","1","50"
"112765","1","A","1","101","122"
"112765","1","A","2","61","41"
"112765","1","A","3","137","221"
"112765","1","A","4","144","193"
"112765","1","A","5","100","139"
"112765","1","A","7","7","8"
"112765","1","A","8","550","724"
"112765","2","A","15","1","0"
"112765","2","A","16","0","3"
"112765","2","A","17","5","11"
"112765","2","A","18","7","9"
"112765","2","A","19","11","23"
"112765","2","A","21","94","157"
"112765","2","A","22","118","203"
"112765","0","","29","668","927"
"112826","1","A","1","238","253"
"112826","1","A","2","310","362"
"112826","1","A","3","261","363"
"112826","1","A","8","809","978"
"112826","2","A","15","448","554"
"112826","2","A","16","598","1035"
"112826","2","A","17","655","1185"
"112826","2","A","21","291","81"
"112826","2","A","22","1992","2855"
"112826","0","","29","2801","3833"
"113096","1","A","1","93","91"
"113096","1","A","2","323","370"
"113096","1","A","3","190","185"
"113096","1","A","8","606","646"
"113096","2","A","15","470","677"
"113096","2","A","16","1121","2195"
"113096","2","A","17","968","1426"
"113096","2","A","21","60","66"
"113096","2","A","22","2619","4364"
"113096","0","","29","3225","5010"
"113102","1","A","2","20","70"
"113102","1","A","8","20","70"
"113102","0","","29","20","70"
"113111","1","A","1","193","279"
"113111","1","A","2","153","204"
"113111","1","A","3","48","48"
"113111","1","A","7","1","2"
"113111","1","A","8","395","533"
"113111","2","A","15","386","498"
"113111","2","A","16","449","751"
"113111","2","A","17","425","478"
"113111","2","A","21","33","42"
"113111","2","A","22","1293","1769"
"113111","0","","29","1688","2302"
"113193","1","A","1","396","376"
"113193","1","A","2","550","571"
"113193","1","A","3","378","357"
"113193","1","A","7","14","8"
"113193","1","A","8","1338","1312"
"113193","2","A","15","353","393"
"113193","2","A","16","740","1029"
"113193","2","A","17","706","965"
"113193","2","A","21","133","158"
"113193","2","A","22","1932","2545"
"113193","0","","29","3270","3857"
"113218","1","A","1","80","69"
"113218","1","A","2","128","103"
"113218","1","A","3","70","41"
"113218","1","A","8","278","213"
"113218","2","A","15","206","235"
"113218","2","A","16","872","975"
"113218","2","A","17","441","367"
"113218","2","A","21","15","12"
"113218","2","A","22","1534","1589"
"113218","0","","29","1812","1802"
"113236","1","A","1","430","508"
"113236","1","A","2","398","475"
"113236","1","A","3","832","952"
"113236","1","A","8","1660","1935"
"113236","2","A","15","600","764"
"113236","2","A","16","1720","2727"
"113236","2","A","17","893","1530"
"113236","2","A","21","30","58"
"113236","2","A","22","3243","5079"
"113236","0","","29","4903","7014"
"113245","1","A","1","8","9"
"113245","1","A","2","8","11"
"113245","1","A","3","7","12"
"113245","1","A","7","1","2"
"113245","1","A","8","24","34"
"113245","2","A","15","3","7"
"113245","2","A","16","3","9"
"113245","2","A","17","5","10"
"113245","2","A","21","29","41"
"113245","2","A","22","40","67"
"113245","0","","29","64","101"
"113272","1","A","1","6","3"
"113272","1","A","3","3","6"
"113272","1","A","8","9","9"
"113272","0","","29","9","9"
"113333","1","A","1","887","891"
"113333","1","A","2","1203","1228"
"113333","1","A","3","1158","1072"
"113333","1","A","8","3248","3191"
"113333","2","A","15","1174","1397"
"113333","2","A","16","3231","4270"
"113333","2","A","17","2360","2840"
"113333","2","A","21","114","123"
"113333","2","A","22","6879","8630"
"113333","0","","29","10127","11821"
"113528","1","A","1","13",""
"113528","1","A","3","10",""
"113528","1","A","8","23",""
"113528","0","","29","23",""
"113546","1","A","7","2","66"
"113546","1","A","8","2","66"
"113546","2","A","15","0","5"
"113546","2","A","16","0","4"
"113546","2","A","17","0","3"
"113546","2","A","21","0","1"
"113546","2","A","22","0","13"
"113546","0","","29","2","79"
"113573","1","A","1","188","207"
"113573","1","A","2","324","457"
"113573","1","A","3","110","167"
"113573","1","A","8","622","831"
"113573","2","A","15","475","555"
"113573","2","A","16","1048","1664"
"113573","2","A","17","797","1149"
"113573","2","A","21","31","59"
"113573","2","A","22","2351","3427"
"113573","0","","29","2973","4258"
"113582","1","A","2","1","38"
"113582","1","A","8","1","38"
"113582","2","A","16","1","14"
"113582","2","A","22","1","14"
"113582","0","","29","2","52"
"113591","2","A","17","77","0"
